power_of_shot,game_season,is_goal,area_of_shot,shot_basics,combined_shot,distance_of_shot,location,knockout_match,remaining_total,latitude,longitude
3.0,2001-02,,1,Goal Line,shot - 44,24.0,42.85434553611371,0.0,413.0,43.717098,-79.395917
3.0,2001-02,1.0,0,Goal Area,shot - 39,20.0,0.0,0.0,159.0,43.717098,-79.395917
3.0,2001-02,1.0,4,Mid Range,shot - 3,35.0,150.88074761214563,0.0,121.0,43.717098,-79.395917
3.0,2001-02,0.0,4,Mid Range,shot - 3,37.0,170.51099671282205,0.0,94.0,43.717098,-79.395917
3.0,2001-02,,4,Mid Range,shot - 44,40.0,202.63267258761604,0.0,88.0,43.717098,-79.395917
3.0,2001-02,1.0,1,Goal Line,shot - 38,34.0,146.81280598094978,0.0,48.0,43.717098,-79.395917
4.0,2001-02,0.0,4,Mid Range,shot - 36,40.0,209.117192023994,0.0,678.0,43.717098,-79.395917
4.0,2001-02,1.0,1,Goal Line,shot - 35,31.0,112.0044641967453,0.0,564.0,43.717098,-79.395917
1.0,2001-02,1.0,4,Mid Range,shot - 25,34.0,147.75655653811103,0.0,553.0,42.379455,-83.115635
1.0,2001-02,0.0,1,Goal Line,shot - 44,34.0,148.2228052628879,0.0,359.0,42.379455,-83.115635
1.0,2001-02,,4,Mid Range,shot - 38,36.0,168.31518053936787,0.0,151.0,42.379455,-83.115635
1.0,2001-02,1.0,4,Mid Range,shot - 21,36.0,163.68567438844488,0.0,117.0,42.379455,-83.115635
1.0,2001-02,,0,Goal Area,shot - 4,20.0,0.0,0.0,89.0,42.379455,-83.115635
1.0,2001-02,0.0,4,Mid Range,shot - 29,45.0,253.0237143036201,0.0,27.0,42.379455,-83.115635
2.0,2001-02,1.0,4,Mid Range,shot - 6,37.0,173.5885940953495,0.0,704.0,42.379455,-83.115635
2.0,2001-02,,4,Mid Range,shot - 3,37.0,174.56272825175412,0.0,624.0,42.379455,-83.115635
2.0,2001-02,1.0,0,Goal Area,shot - 1,20.0,0.0,0.0,620.0,42.379455,-83.115635
2.0,2001-02,0.0,4,Mid Range,shot - 3,38.0,182.43354954612926,0.0,249.0,42.379455,-83.115635
2.0,2001-02,0.0,4,Mid Range,shot - 3,34.0,147.12239802287073,0.0,223.0,42.379455,-83.115635
2.0,2001-02,0.0,4,Mid Range,shot - 35,36.0,164.43131419670482,0.0,132.0,42.379455,-83.115635
2.0,2001-02,1.0,1,Goal Line,shot - 3,31.0,114.0701538527936,0.0,93.0,42.379455,-83.115635
2.0,2001-02,1.0,0,Goal Area,shot - 1,20.0,0.0,0.0,37.0,42.379455,-83.115635
3.0,2001-02,1.0,4,Mid Range,shot - 3,32.0,123.06502346320828,0.0,559.0,42.379455,-83.115635
3.0,2001-02,,0,Goal Area,shot - 39,20.0,0.0,0.0,342.0,42.379455,-83.115635
3.0,2001-02,0.0,4,Mid Range,shot - 23,31.0,115.52488909321659,0.0,301.0,42.379455,-83.115635
1.0,2001-02,0.0,1,Goal Line,shot - 3,25.0,57.42821606144492,0.0,574.0,40.361408,-86.186052
1.0,2001-02,1.0,0,Goal Area,shot - 39,21.0,17.691806012954128,0.0,563.0,40.361408,-86.186052
1.0,2001-02,,1,Goal Line,shot - 4,25.0,57.00877125495689,0.0,516.0,40.361408,-86.186052
1.0,2001-02,,0,Goal Area,shot - 4,23.0,30.805843601498733,0.0,497.0,40.361408,-86.186052
1.0,2001-02,0.0,0,Goal Area,shot - 3,23.0,35.4682957019364,0.0,455.0,40.361408,-86.186052
1.0,2001-02,0.0,4,Mid Range,shot - 42,34.0,145.4269576110289,0.0,333.0,40.361408,-86.186052
1.0,2001-02,0.0,4,Mid Range,shot - 3,40.0,204.07106605298068,0.0,201.0,40.361408,-86.186052
1.0,2001-02,0.0,1,Goal Line,shot - 36,25.0,57.42821606144492,0.0,119.0,40.361408,-86.186052
2.0,2001-02,1.0,1,Goal Line,shot - 1,24.0,43.56604182158393,0.0,589.0,40.361408,-86.186052
2.0,2001-02,0.0,1,Goal Line,shot - 36,25.0,57.42821606144492,0.0,547.0,40.361408,-86.186052
2.0,2001-02,,4,Mid Range,shot - 3,31.0,116.55899793666724,0.0,123.0,40.361408,-86.186052
2.0,2001-02,,5,Penalty Spot,shot - 13,44.0,244.69777277286363,0.0,12.0,40.361408,-86.186052
2.0,2001-02,,4,Mid Range,shot - 3,19.770151599444688,153.0,0.0,0.0,40.361408,-86.186052
3.0,2001-02,1.0,0,Goal Area,shot - 46,21.0,12.0,0.0,558.0,40.361408,-86.186052
3.0,2001-02,0.0,0,Goal Area,shot - 56,21.0,17.464249196572982,0.0,480.0,40.361408,-86.186052
3.0,2001-02,0.0,0,Goal Area,shot - 56,20.0,9.899494936611664,0.0,197.0,40.361408,-86.186052
3.0,2001-02,0.0,4,Mid Range,shot - 39,21.0,13.038404810405295,0.0,195.0,40.361408,-86.186052
3.0,2001-02,0.0,4,Mid Range,shot - 16,31.0,113.0,0.0,171.0,40.361408,-86.186052
4.0,2001-02,1.0,0,Goal Area,shot - 4,21.0,17.691806012954128,0.0,712.0,40.361408,-86.186052
4.0,2001-02,1.0,4,Mid Range,shot - 3,33.0,138.1774221788784,0.0,647.0,40.361408,-86.186052
4.0,2001-02,1.0,4,Mid Range,shot - 3,38.0,184.11409506064442,0.0,606.0,40.361408,-86.186052
4.0,2001-02,0.0,4,Mid Range,shot - 3,33.09504378788695,179.96110690924306,0.0,550.0,40.361408,-86.186052
1.0,2001-02,0.0,4,Mid Range,shot - 3,40.0,205.06584308460538,0.0,587.0,46.667324,-94.41925
1.0,2001-02,0.0,4,Mid Range,shot - 27,40.0,202.2770377477384,0.0,454.0,46.667324,-94.41925
1.0,2001-02,1.0,1,Goal Line,shot - 15,28.0,81.25269226308751,0.0,418.0,46.667324,-94.41925
1.0,2009-10,0.0,0,Goal Area,shot - 39,20.0,0.0,0.0,238.0,46.667324,-94.41925
1.0,2001-02,0.0,1,Goal Line,shot - 3,26.0,65.74191965557439,0.0,146.0,46.667324,-94.41925
1.0,2001-02,0.0,1,Goal Line,shot - 3,27.0,73.60027173862879,0.0,71.0,46.667324,-94.41925
1.0,2001-02,1.0,1,Goal Line,shot - 3,27.0,76.53757247260981,0.0,68.0,46.667324,-94.41925
1.0,2001-02,,4,Mid Range,shot - 3,39.0,198.1565038044424,0.0,42.0,46.667324,-94.41925
1.0,2001-02,0.0,4,Mid Range,shot - 38,38.0,185.28356645962967,0.0,1.0,46.667324,-94.41925
2.0,2001-02,,4,Mid Range,shot - 3,38.0,185.28356645962967,0.0,656.0,46.667324,-94.41925
2.0,2001-02,0.0,4,Mid Range,shot - 3,40.0,208.90667772955464,0.0,620.0,46.667324,-94.41925
2.0,2001-02,1.0,1,Goal Line,shot - 3,27.86378981760961,86.97700845625812,0.0,616.0,46.667324,-94.41925
2.0,2001-02,,4,Mid Range,shot - 15,37.0,174.01149387324966,0.0,542.0,46.667324,-94.41925
2.0,2001-02,0.0,4,Mid Range,shot - 29,37.0,172.6962651593832,0.0,505.0,46.667324,-94.41925
2.0,2001-02,,1,Goal Line,shot - 37,26.0,65.74191965557439,0.0,34.0,46.667324,-94.41925
2.0,2001-02,0.0,4,Mid Range,shot - 15,39.0,194.82556300444764,0.0,123.0,46.667324,-94.41925
2.0,2001-02,,5,Penalty Spot,shot - 36,44.0,247.67922803497268,0.0,0.0,46.667324,-94.41925
3.0,2001-02,,0,Goal Area,shot - 4,20.0,0.0,0.0,574.0,46.667324,-94.41925
4.0,2001-02,0.0,1,Goal Line,shot - 3,26.0,60.802960454241045,0.0,544.0,46.667324,-94.41925
3.0,2001-02,1.0,1,Goal Line,shot - 3,31.0,115.43396380615197,0.0,319.0,46.667324,-94.41925
3.0,2001-02,1.0,0,Goal Area,shot - 1,20.0,2.3286893159166806,0.0,270.0,46.667324,-94.41925
3.0,2001-02,0.0,0,Goal Area,shot - 4,20.0,0.0,0.0,245.0,46.667324,-94.41925
3.0,2001-02,0.0,4,Mid Range,shot - 3,36.0,160.11246047700345,0.0,85.0,46.667324,-94.41925
3.0,2001-02,0.0,0,Goal Area,shot - 4,20.0,2.3286893159166806,0.0,1.0,46.667324,-94.41925
4.0,2001-02,0.0,1,Goal Line,shot - 3,27.0,72.06941098690899,0.0,439.0,46.667324,-94.41925
4.0,2001-02,,5,Penalty Spot,shot - 43,45.0,252.29546171106603,0.0,290.0,46.667324,-94.41925
4.0,2001-02,,4,Mid Range,shot - 39,20.0,0.0,0.0,114.0,46.667324,-94.41925
1.0,2001-02,,4,Mid Range,shot - 3,38.0,183.48024416813928,0.0,547.0,41.845137,-87.66045
1.0,2001-02,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,518.0,41.845137,-87.66045
1.0,2001-02,1.0,4,Mid Range,shot - 3,33.0,139.46325680981354,0.0,456.0,41.845137,-87.66045
1.0,2001-02,0.0,4,Mid Range,shot - 3,38.52370356836343,208.55694665965942,0.0,379.0,41.845137,-87.66045
1.0,2009-10,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,137.0,41.845137,-87.66045
1.0,2001-02,1.0,4,Mid Range,shot - 3,37.0,176.47662734764626,0.0,107.0,41.845137,-87.66045
2.0,2001-02,0.0,4,Mid Range,shot - 44,29.0,95.90099061010788,0.0,369.0,41.845137,-87.66045
2.0,2001-02,1.0,4,Mid Range,shot - 3,33.0,139.30183056945089,0.0,364.0,41.845137,-87.66045
2.0,2001-02,0.0,6,Right Corner,shot - 54,42.0,222.38030488332367,0.0,180.0,41.845137,-87.66045
2.0,2001-02,,4,Mid Range,shot - 37,36.25353675107328,171.49344010777787,0.0,108.0,41.845137,-87.66045
3.0,2001-02,0.0,4,Mid Range,shot - 3,40.0,204.9569704169019,0.0,580.0,41.845137,-87.66045
3.0,2001-02,1.0,0,Goal Area,shot - 4,20.0,2.3286893159166806,0.0,419.0,41.845137,-87.66045
3.0,2001-02,1.0,4,Mid Range,shot - 31,37.0,174.56272825175412,0.0,383.0,41.845137,-87.66045
3.0,2001-02,0.0,1,Goal Line,shot - 3,29.0,99.60923651951158,0.0,261.0,41.845137,-87.66045
3.0,2001-02,0.0,4,Mid Range,shot - 3,36.0,160.0562401157793,0.0,28.0,41.845137,-87.66045
4.0,2001-02,1.0,4,Mid Range,shot - 49,36.0,161.94134740701648,0.0,593.0,41.845137,-87.66045
4.0,2001-02,0.0,4,Mid Range,shot - 3,41.0,216.62179022434464,0.0,479.0,41.845137,-87.66045
4.0,2001-02,,0,Goal Area,shot - 4,20.0,0.0,0.0,38.0,41.845137,-87.66045
4.0,2001-02,0.0,4,Mid Range,shot - 3,38.0,188.16216410320115,0.0,0.0,41.845137,-87.66045
5.0,2001-02,,0,Goal Area,shot - 4,20.0,0.0,0.0,252.0,41.845137,-87.66045
5.0,2001-02,0.0,0,Goal Area,shot - 4,20.0,0.0,0.0,182.0,41.845137,-87.66045
5.0,2001-02,0.0,0,Goal Area,shot - 49,20.0,0.0,0.0,181.0,41.845137,-87.66045
5.0,2001-02,,4,Mid Range,shot - 51,30.0,103.64282986640926,0.0,156.0,41.845137,-87.66045
5.0,2001-02,0.0,5,Penalty Spot,shot - 31,44.0,245.20399670478454,0.0,45.0,41.845137,-87.66045
5.0,2001-02,0.0,4,Mid Range,shot - 3,39.0,191.4418971907665,0.0,1.0,41.845137,-87.66045
1.0,2001-02,,4,Mid Range,shot - 3,37.0,176.49079296099274,0.0,703.0,42.982923,-71.446094
1.0,2001-02,1.0,0,Goal Area,shot - 4,20.0,2.3286893159166806,0.0,660.0,42.982923,-71.446094
1.0,2001-02,0.0,4,Mid Range,shot - 36,39.0,196.82479518597245,0.0,614.0,42.982923,-71.446094
1.0,2001-02,,4,Mid Range,shot - 3,30.0,103.64282986640926,0.0,527.0,42.982923,-71.446094
1.0,2001-02,,4,Mid Range,shot - 3,33.0,132.00378782444085,0.0,477.0,42.982923,-71.446094
1.0,2001-02,1.0,0,Goal Area,shot - 32,20.0,0.0,0.0,447.0,42.982923,-71.446094
1.0,2001-02,,4,Mid Range,shot - 3,34.0,147.97972834141845,0.0,376.0,42.982923,-71.446094
1.0,2001-02,1.0,4,Mid Range,shot - 3,40.0,200.35218990567586,0.0,344.0,42.982923,-71.446094
1.0,2001-02,0.0,1,Goal Line,shot - 21,27.0,70.11419257183242,0.0,303.0,42.982923,-71.446094
1.0,2001-02,,0,Goal Area,shot - 1,20.0,0.0,0.0,263.0,42.982923,-71.446094
1.0,2001-02,,0,Goal Area,shot - 4,20.0,0.0,0.0,151.0,42.982923,-71.446094
2.0,2001-02,1.0,0,Goal Area,shot - 49,20.0,0.0,0.0,689.0,42.982923,-71.446094
2.0,2001-02,0.0,0,Goal Area,shot - 4,20.0,0.0,0.0,536.0,42.982923,-71.446094
2.0,2001-02,,1,Goal Line,shot - 3,27.0,71.40028011149536,0.0,512.0,42.982923,-71.446094
2.0,2001-02,1.0,5,Penalty Spot,shot - 3,46.0,262.90872941003687,0.0,490.0,42.982923,-71.446094
2.0,2001-02,1.0,4,Mid Range,shot - 28,39.0,194.82555636185256,0.0,462.0,42.982923,-71.446094
2.0,2009-10,1.0,0,Goal Area,shot - 1,20.0,0.0,0.0,442.0,42.982923,-71.446094
2.0,2001-02,0.0,4,Mid Range,shot - 51,33.0,133.75350462698165,0.0,345.0,42.982923,-71.446094
2.0,2001-02,,0,Goal Area,shot - 4,20.0,0.0,0.0,253.0,42.982923,-71.446094
2.0,2001-02,0.0,4,Mid Range,shot - 3,36.0,167.5977326815611,0.0,174.0,42.982923,-71.446094
2.0,2001-02,,0,Goal Area,shot - 4,20.0,2.3286893159166806,0.0,118.0,42.982923,-71.446094
2.0,2001-02,1.0,5,Penalty Spot,shot - 19,45.0,251.09759058979438,0.0,12.0,42.982923,-71.446094
3.0,2001-02,0.0,4,Mid Range,shot - 3,35.0,153.9415473483361,0.0,679.0,42.982923,-71.446094
3.0,2009-10,1.0,0,Goal Area,shot - 1,19.770151599444688,0.0,0.0,582.0,42.982923,-71.446094
3.0,2001-02,1.0,1,Goal Line,shot - 15,26.0,66.21933252457322,0.0,478.0,42.982923,-71.446094
3.0,2001-02,1.0,0,Goal Area,shot - 4,23.0,32.2490309931942,0.0,412.0,42.982923,-71.446094
3.0,2001-02,0.0,5,Penalty Spot,shot - 3,46.0,260.679880313,0.0,356.0,42.982923,-71.446094
3.0,2001-02,,1,Goal Line,shot - 23,29.0,98.71676655968832,0.0,251.0,42.982923,-71.446094
3.0,2001-02,1.0,0,Goal Area,shot - 32,20.0,0.0,0.0,134.0,42.982923,-71.446094
3.0,2001-02,1.0,5,Penalty Spot,shot - 26,47.0,276.6261014438081,0.0,104.0,42.982923,-71.446094
3.0,2001-02,,5,Penalty Spot,shot - 3,47.20955921712578,278.86914494077683,0.0,77.0,42.982923,-71.446094
3.0,2001-02,,1,Goal Line,shot - 44,27.0,71.11961754677819,0.0,53.0,42.982923,-71.446094
3.0,2001-02,1.0,1,Goal Line,shot - 56,33.0,132.48396129343357,0.0,21.0,42.982923,-71.446094
3.0,2001-02,,5,Penalty Spot,shot - 3,46.0,268.2237871628838,0.0,0.0,42.982923,-71.446094
1.0,2001-02,1.0,4,Mid Range,shot - 15,33.0,134.07833531186162,0.0,555.0,42.982923,-71.446094
1.0,2001-02,1.0,0,Goal Area,shot - 39,20.0,0.0,0.0,515.0,42.982923,-71.446094
1.0,2001-02,0.0,4,Mid Range,shot - 13,34.57558736438054,186.60385848100785,0.0,362.0,42.982923,-71.446094
1.0,2001-02,1.0,4,Mid Range,shot - 3,41.0,215.08838447195114,0.0,264.0,42.982923,-71.446094
1.0,2001-02,,4,Mid Range,shot - 3,40.0,209.61154548354438,0.0,236.0,42.982923,-71.446094
1.0,2001-02,,4,Mid Range,shot - 3,23.126050372830147,150.88074761214563,0.0,164.0,42.982923,-71.446094
1.0,2001-02,1.0,4,Mid Range,shot - 3,35.0,157.54364474646385,0.0,31.0,42.982923,-71.446094
1.0,2001-02,0.0,6,Right Corner,shot - 17,42.0,220.0,0.0,0.0,42.982923,-71.446094
2.0,2001-02,,4,Mid Range,shot - 3,37.0,177.2484132510077,0.0,385.0,42.982923,-71.446094
2.0,2001-02,1.0,4,Mid Range,shot - 12,20.0,0.0,0.0,125.0,42.982923,-71.446094
2.0,2001-02,0.0,5,Penalty Spot,shot - 3,44.0,245.4826266370989,0.0,35.0,42.982923,-71.446094
3.0,2001-02,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,707.0,42.982923,-71.446094
3.0,2001-02,,0,Goal Area,shot - 55,20.0,0.0,0.0,664.0,42.982923,-71.446094
3.0,2001-02,0.0,0,Goal Area,shot - 39,20.0,2.3286893159166806,0.0,640.0,42.982923,-71.446094
3.0,2001-02,0.0,0,Goal Area,shot - 5,20.0,0.0,0.0,638.0,42.982923,-71.446094
3.0,2001-02,,0,Goal Area,shot - 5,20.0,0.0,0.0,637.0,42.982923,-71.446094
3.0,2001-02,0.0,1,Goal Line,shot - 13,27.0,79.40403012442127,0.0,503.0,42.982923,-71.446094
3.0,2001-02,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,351.0,42.982923,-71.446094
3.0,2001-02,0.0,4,Mid Range,shot - 56,37.0,176.47662734764626,0.0,293.0,42.982923,-71.446094
3.0,2001-02,0.0,0,Goal Area,shot - 4,20.0,0.0,0.0,258.0,42.982923,-71.446094
3.0,2001-02,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,1.0,42.982923,-71.446094
4.0,2001-02,0.0,4,Mid Range,shot - 2,28.0,85.0,0.0,431.0,42.982923,-71.446094
4.0,2001-02,,0,Goal Area,shot - 5,20.0,0.0,0.0,391.0,42.982923,-71.446094
4.0,2001-02,1.0,1,Goal Line,shot - 3,29.0,94.17536832951599,0.0,351.0,42.982923,-71.446094
4.0,2001-02,0.0,4,Mid Range,shot - 7,34.57558736438054,175.44514812328097,0.0,274.0,42.982923,-71.446094
4.0,2001-02,0.0,0,Goal Area,shot - 1,20.0,0.0,0.0,227.0,42.982923,-71.446094
4.0,2001-02,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,178.0,42.982923,-71.446094
4.0,2001-02,0.0,4,Mid Range,shot - 42,36.0,167.2154299100415,0.0,83.0,42.982923,-71.446094
4.0,2001-02,,4,Mid Range,shot - 3,46.0,264.5694615786183,0.0,28.0,42.982923,-71.446094
4.0,2001-02,,5,Penalty Spot,shot - 3,44.0,248.8473427625861,0.0,14.0,42.982923,-71.446094
1.0,2001-02,0.0,4,Mid Range,shot - 19,36.0,162.8895331198417,0.0,677.0,29.444994,-98.52412
1.0,2001-02,1.0,4,Mid Range,shot - 3,30.0,109.0,0.0,592.0,29.444994,-98.52412
1.0,2001-02,,1,Goal Line,shot - 7,26.0,63.00793600809346,0.0,568.0,29.444994,-98.52412
1.0,2001-02,0.0,0,Goal Area,shot - 56,20.0,5.0,0.0,469.0,29.444994,-98.52412
1.0,2001-02,1.0,1,Goal Line,shot - 33,25.0,58.412327466040935,0.0,368.0,29.444994,-98.52412
1.0,2001-02,0.0,1,Goal Line,shot - 3,24.0,42.1070065428546,0.0,21.0,29.444994,-98.52412
2.0,2001-02,,4,Mid Range,shot - 3,39.0,199.49185447030163,0.0,562.0,29.444994,-98.52412
2.0,2001-02,1.0,1,Goal Line,shot - 15,29.739145014501492,110.98198051936178,0.0,114.0,29.444994,-98.52412
2.0,2001-02,0.0,4,Mid Range,shot - 3,40.0,202.54382241875462,0.0,92.0,29.444994,-98.52412
2.0,2001-02,,0,Goal Area,shot - 1,21.0,13.341664064126336,0.0,48.0,29.444994,-98.52412
3.0,2001-02,0.0,4,Mid Range,shot - 3,41.0,211.40009460735817,0.0,662.0,29.444994,-98.52412
3.0,2001-02,,4,Mid Range,shot - 3,33.0,134.03707203155702,0.0,620.0,29.444994,-98.52412
3.0,2001-02,0.0,1,Goal Line,shot - 3,28.0,89.0,0.0,566.0,29.444994,-98.52412
3.0,2001-02,1.0,4,Mid Range,shot - 3,36.0,168.6801707374047,0.0,515.0,29.444994,-98.52412
3.0,2001-02,,4,Mid Range,shot - 36,35.0,157.8670326572334,0.0,473.0,29.444994,-98.52412
3.0,2001-02,,4,Mid Range,shot - 3,39.0,190.02368273454758,0.0,252.0,29.444994,-98.52412
3.0,2001-02,1.0,4,Mid Range,shot - 3,36.450942561272406,169.95587662684687,0.0,191.0,29.444994,-98.52412
3.0,2001-02,1.0,4,Mid Range,shot - 21,40.0,202.89159667172024,0.0,161.0,29.444994,-98.52412
3.0,2001-02,,5,Penalty Spot,shot - 25,44.0,248.80514464134384,0.0,59.0,29.444994,-98.52412
4.0,2001-02,1.0,5,Penalty Spot,shot - 3,44.0,248.78303800701528,0.0,323.0,29.444994,-98.52412
4.0,2001-02,0.0,1,Goal Line,shot - 3,27.0,74.09453421137081,0.0,297.0,29.444994,-98.52412
4.0,2001-02,1.0,1,Goal Line,shot - 56,25.0,52.98575959116297,0.0,294.0,29.444994,-98.52412
4.0,2001-02,0.0,0,Goal Area,shot - 4,20.0,1.0,0.0,206.0,29.444994,-98.52412
4.0,2001-02,0.0,4,Mid Range,shot - 3,37.0,171.89822570346675,0.0,157.0,29.444994,-98.52412
4.0,2001-02,0.0,4,Mid Range,shot - 3,34.0,144.36065946094868,0.0,27.0,29.444994,-98.52412
1.0,2001-02,1.0,4,Mid Range,shot - 3,43.0,236.2985399870257,0.0,406.0,42.982923,-71.446094
1.0,2001-02,0.0,4,Mid Range,shot - 3,30.0,103.64282986640926,0.0,252.0,42.982923,-71.446094
1.0,2001-02,0.0,5,Penalty Spot,shot - 3,47.0,271.2489631316588,0.0,24.0,42.982923,-71.446094
3.0,2001-02,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,600.0,42.982923,-71.446094
3.0,2001-02,1.0,4,Mid Range,shot - 36,37.0,179.23448328934919,0.0,542.0,42.982923,-71.446094
3.0,2001-02,1.0,4,Mid Range,shot - 3,35.0,156.20499351813308,0.0,500.0,42.982923,-71.446094
3.0,2001-02,0.0,5,Penalty Spot,shot - 3,46.0,260.80069018313577,0.0,322.0,42.982923,-71.446094
3.0,2001-02,1.0,1,Goal Line,shot - 44,26.0,66.06814663663572,0.0,46.0,42.982923,-71.446094
3.0,2001-02,0.0,0,Goal Area,shot - 4,,,0.0,18.0,42.982923,-71.446094
4.0,2001-02,1.0,4,Mid Range,shot - 15,38.0,181.0248601711931,0.0,705.0,42.982923,-71.446094
4.0,2001-02,0.0,4,Mid Range,shot - 3,36.0,169.92056967889437,0.0,619.0,42.982923,-71.446094
4.0,2001-02,0.0,0,Goal Area,shot - 46,20.0,0.0,0.0,574.0,42.982923,-71.446094
4.0,2001-02,0.0,4,Mid Range,shot - 3,38.0,184.6941423068033,0.0,547.0,42.982923,-71.446094
4.0,2001-02,0.0,1,Goal Line,shot - 3,27.0,79.81227975693966,0.0,502.0,42.982923,-71.446094
1.0,2001-02,1.0,4,Mid Range,shot - 4,20.0,0.0,0.0,603.0,34.189593,-118.471724
1.0,2001-02,1.0,0,Goal Area,shot - 12,20.0,0.0,0.0,446.0,34.189593,-118.471724
1.0,2001-02,1.0,4,Mid Range,shot - 3,31.0,115.52488909321659,0.0,420.0,34.189593,-118.471724
1.0,2001-02,0.0,0,Goal Area,shot - 1,20.0,2.3286893159166806,0.0,374.0,34.189593,-118.471724
1.0,2001-02,0.0,4,Mid Range,shot - 36,40.0,207.19314660480447,0.0,28.0,34.189593,-118.471724
2.0,2001-02,1.0,4,Mid Range,shot - 3,32.0,122.494897852931,0.0,707.0,34.189593,-118.471724
2.0,2001-02,0.0,4,Mid Range,shot - 29,31.61450021139337,152.43359209832985,0.0,639.0,34.189593,-118.471724
2.0,2001-02,1.0,4,Mid Range,shot - 45,38.0,181.79658962697846,0.0,257.0,34.189593,-118.471724
2.0,2001-02,0.0,1,Goal Line,shot - 3,32.0,127.9531164137865,0.0,227.0,34.189593,-118.471724
2.0,2001-02,1.0,4,Mid Range,shot - 3,41.0,212.17445652104308,0.0,221.0,34.189593,-118.471724
2.0,2001-02,0.0,4,Mid Range,shot - 3,35.0,159.13830462839547,0.0,129.0,34.189593,-118.471724
2.0,2001-02,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,109.0,34.189593,-118.471724
2.0,2001-02,1.0,4,Mid Range,shot - 38,37.0,173.85051049680584,0.0,66.0,34.189593,-118.471724
2.0,2001-02,0.0,4,Mid Range,shot - 3,37.0,174.04022523543227,0.0,32.0,34.189593,-118.471724
2.0,2001-02,0.0,1,Goal Line,shot - 3,26.0,66.75327707311455,0.0,7.0,34.189593,-118.471724
3.0,2001-02,0.0,4,Mid Range,shot - 3,38.0,188.73261509341728,0.0,707.0,34.189593,-118.471724
3.0,2001-02,0.0,1,Goal Line,shot - 49,32.0,122.38055401083948,0.0,672.0,34.189593,-118.471724
3.0,2001-02,1.0,4,Mid Range,shot - 55,40.0,200.21238722916226,0.0,425.0,34.189593,-118.471724
3.0,2009-10,,4,Mid Range,shot - 36,36.0,167.36188335460378,0.0,275.0,34.189593,-118.471724
3.0,2001-02,1.0,4,Mid Range,shot - 18,38.0,182.79223178242557,0.0,193.0,34.189593,-118.471724
3.0,2001-02,0.0,4,Mid Range,shot - 32,36.0,161.0093165006299,0.0,150.0,34.189593,-118.471724
3.0,2001-02,1.0,1,Goal Line,shot - 44,27.0,73.24858770126148,0.0,142.0,34.189593,-118.471724
3.0,2001-02,0.0,5,Penalty Spot,shot - 3,46.0,261.51290599127225,0.0,1.0,34.189593,-118.471724
4.0,2001-02,,4,Mid Range,shot - 3,38.0,188.32153355365392,0.0,394.0,34.189593,-118.471724
4.0,2001-02,0.0,5,Penalty Spot,shot - 3,50.0,309.78218154051405,0.0,10.0,34.189593,-118.471724
1.0,2001-02,0.0,4,Mid Range,shot - 3,36.0,160.0562401157793,0.0,642.0,42.982923,-71.446094
1.0,2001-02,,0,Goal Area,shot - 39,20.0,0.0,0.0,226.0,42.982923,-71.446094
1.0,2001-02,1.0,0,Goal Area,shot - 32,20.0,2.3286893159166806,0.0,157.0,42.982923,-71.446094
1.0,2001-02,0.0,1,Goal Line,shot - 3,25.0,57.70615218501403,0.0,119.0,42.982923,-71.446094
1.0,2001-02,1.0,4,Mid Range,shot - 22,31.0,115.06954418958998,0.0,68.0,42.982923,-71.446094
2.0,2001-02,1.0,4,Mid Range,shot - 44,32.0,124.0,0.0,292.0,42.982923,-71.446094
2.0,2001-02,1.0,1,Goal Line,shot - 3,27.0,72.47068372797375,0.0,179.0,42.982923,-71.446094
2.0,2001-02,,4,Mid Range,shot - 3,35.0,157.0509471477329,0.0,163.0,42.982923,-71.446094
2.0,2001-02,,4,Mid Range,shot - 38,32.0,125.60254774486064,0.0,77.0,42.982923,-71.446094
3.0,2001-02,0.0,4,Mid Range,shot - 3,34.0,143.0873858870865,0.0,452.0,42.982923,-71.446094
3.0,2001-02,0.0,4,Mid Range,shot - 3,31.0,113.89907813498756,0.0,397.0,42.982923,-71.446094
3.0,2001-02,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,374.0,42.982923,-71.446094
3.0,2001-02,0.0,4,Mid Range,shot - 45,41.0,215.92822881689187,0.0,21.0,42.982923,-71.446094
3.0,2001-02,0.0,4,Mid Range,shot - 3,38.0,182.0109886792553,0.0,53.0,42.982923,-71.446094
4.0,2001-02,1.0,0,Goal Area,shot - 18,19.770151599444688,0.0,0.0,493.0,42.982923,-71.446094
4.0,2001-02,0.0,1,Goal Line,shot - 3,25.0,56.93856338194704,0.0,316.0,42.982923,-71.446094
4.0,2001-02,0.0,4,Mid Range,shot - 3,33.0,134.03707203155702,0.0,176.0,42.982923,-71.446094
4.0,2001-02,1.0,0,Goal Area,shot - 1,20.0,0.0,0.0,145.0,42.982923,-71.446094
