power_of_shot,game_season,is_goal,area_of_shot,shot_basics,combined_shot,distance_of_shot,location,knockout_match,remaining_total,latitude,longitude,shot_id_number
2.0,2002-03,0.0,2,4,48,35.0,154.29990014165554,0.0,661.0,42.982923,-71.44609399999999,4904.0
2.0,2002-03,0.0,0,0,34,20.0,0.0,0.0,106.0,42.982923,-71.44609399999999,4905.0
2.0,2002-03,1.0,0,0,1,20.0,0.0,0.0,61.0,42.982923,-71.44609399999999,4906.0
3.0,2002-03,0.0,2,4,49,35.0,156.08010763707202,0.0,607.0,42.982923,-71.44609399999999,4907.0
3.0,2002-03,,0,0,33,20.0,2.3286893159166806,0.0,503.0,42.982923,-71.44609399999999,4908.0
3.0,2002-03,1.0,1,4,51,38.0,180.62391868188442,0.0,0.0,42.982923,-71.44609399999999,4909.0
4.0,2002-03,0.0,1,5,30,47.0,271.56214758320056,0.0,613.0,42.982923,-71.44609399999999,4910.0
4.0,2002-03,,0,4,23,35.0,157.851195750935,0.0,581.0,42.982923,-71.44609399999999,4911.0
4.0,2002-03,0.0,5,4,3,38.0,181.8598361376145,0.0,498.0,42.982923,-71.44609399999999,4912.0
4.0,2002-03,0.0,4,5,37,46.0,266.3400082601185,0.0,202.0,42.982923,-71.44609399999999,4913.0
4.0,2002-03,0.0,4,4,22,37.0,175.23698239812282,0.0,49.0,42.982923,-71.44609399999999,4914.0
4.0,2002-03,,5,4,54,32.0,128.39003076563228,0.0,14.0,42.982923,-71.44609399999999,4915.0
5.0,2002-03,0.0,2,4,14,35.0,150.3329637837291,0.0,283.0,42.982923,-71.44609399999999,4916.0
5.0,2002-03,0.0,5,1,23,33.0,139.52060779684126,0.0,247.0,42.982923,-71.44609399999999,4917.0
5.0,2002-03,1.0,0,0,34,20.0,0.0,0.0,206.0,42.982923,-71.44609399999999,4918.0
5.0,2002-03,0.0,2,4,31,35.0,156.46085772486356,0.0,169.0,42.982923,-71.44609399999999,4919.0
5.0,2002-03,0.0,4,5,30,46.0,268.40454541605664,0.0,72.0,42.982923,-71.44609399999999,4920.0
5.0,2002-03,1.0,4,4,23,41.0,214.21717951648967,0.0,28.0,42.982923,-71.44609399999999,4921.0
2.0,2002-03,,5,4,8,38.0,184.0244548966251,0.0,133.0,42.982923,-71.44609399999999,4922.0
2.0,2002-03,0.0,0,1,23,34.0,149.83324063771695,0.0,115.0,42.982923,-71.44609399999999,4923.0
2.0,2002-03,1.0,5,4,23,35.0,159.4020075155893,0.0,58.0,42.982923,-71.44609399999999,4924.0
2.0,2002-03,0.0,4,5,23,46.0,260.66453537065604,0.0,5.0,42.982923,-71.44609399999999,4925.0
3.0,2002-03,1.0,0,5,7,46.0,261.00766272276377,0.0,598.0,42.982923,-71.44609399999999,
3.0,2002-03,0.0,2,4,41,33.0,132.4009063413087,0.0,519.0,42.982923,-71.44609399999999,4927.0
3.0,2002-03,0.0,1,5,9,45.0,257.0311265197272,0.0,356.0,42.982923,-71.44609399999999,
3.0,2002-03,,0,0,33,20.0,0.0,0.0,330.0,42.982923,-71.44609399999999,4929.0
3.0,2002-03,0.0,0,1,23,27.0,77.79460135510689,0.0,254.0,42.982923,-71.44609399999999,4930.0
3.0,2002-03,0.0,0,0,33,20.0,0.0,0.0,202.0,42.982923,-71.44609399999999,4931.0
3.0,2002-03,0.0,0,1,23,28.0,89.84430978086479,0.0,81.0,42.982923,-71.44609399999999,4932.0
4.0,2002-03,1.0,0,1,39,30.0,105.22357150372723,0.0,705.0,42.982923,-71.44609399999999,4933.0
4.0,2002-03,1.0,4,4,39,40.0,200.24984394500785,0.0,571.0,42.982923,-71.44609399999999,4934.0
4.0,2002-03,0.0,5,4,42,36.0,163.08586695357755,0.0,528.0,42.982923,-71.44609399999999,4935.0
4.0,2002-03,,4,5,23,47.0,272.72146963523056,0.0,506.0,42.982923,-71.44609399999999,4936.0
4.0,2002-03,0.0,0,0,34,20.0,0.0,0.0,141.0,42.982923,-71.44609399999999,4937.0
1.0,2002-03,1.0,0,0,1,20.0,0.0,0.0,656.0,42.982923,-71.44609399999999,4938.0
1.0,2002-03,,4,4,23,39.0,193.940712590214,0.0,624.0,42.982923,-71.44609399999999,4939.0
1.0,2002-03,1.0,0,1,23,28.0,87.20665112249179,0.0,447.0,42.982923,-71.44609399999999,4940.0
1.0,2002-03,0.0,1,4,23,39.0,192.48116791000615,0.0,392.0,42.982923,-71.44609399999999,4941.0
4.0,2002-03,0.0,4,5,56,45.0,258.3737602776257,0.0,139.0,42.982923,-71.44609399999999,4942.0
2.0,2002-03,0.0,5,4,23,34.0,145.52319402761884,0.0,659.0,42.982923,-71.44609399999999,4943.0
2.0,2002-03,0.0,5,4,30,40.0,203.42074623793903,0.0,619.0,42.982923,-71.44609399999999,4944.0
2.0,2002-03,0.0,0,5,23,45.0,251.7478897627545,0.0,158.0,42.982923,-71.44609399999999,4945.0
2.0,2002-03,1.0,0,0,34,20.0,0.0,0.0,6.0,42.982923,-71.44609399999999,4946.0
3.0,2002-03,0.0,1,5,9,44.0,249.80392310770455,0.0,686.0,42.982923,-71.44609399999999,4947.0
3.0,2002-03,,5,4,23,33.0,133.24038426843418,0.0,661.0,42.982923,-71.44609399999999,4948.0
3.0,2002-03,1.0,0,0,34,20.0,0.0,0.0,633.0,42.982923,-71.44609399999999,4949.0
3.0,2002-03,0.0,5,4,49,34.0,148.12494725737454,0.0,561.0,42.982923,-71.44609399999999,4950.0
3.0,2002-03,,5,4,5,35.0,155.54099138169337,0.0,505.0,42.982923,-71.44609399999999,4951.0
3.0,2002-03,1.0,0,0,1,20.0,0.0,0.0,353.0,42.982923,-71.44609399999999,4952.0
3.0,2002-03,0.0,4,5,23,45.0,255.61404069214808,0.0,318.0,42.982923,-71.44609399999999,4953.0
3.0,2002-03,0.0,0,0,45,20.0,0.0,0.0,269.0,42.982923,-71.44609399999999,4954.0
3.0,2002-03,1.0,5,4,11,38.0,185.43192821086663,0.0,253.0,42.982923,-71.44609399999999,4955.0
3.0,2002-03,,5,4,23,37.0,176.55594014362703,0.0,161.0,42.982923,-71.44609399999999,4956.0
3.0,2002-03,0.0,0,1,23,26.0,69.8927750200262,0.0,92.0,42.982923,-71.44609399999999,4957.0
3.0,2002-03,0.0,0,0,34,20.0,0.0,0.0,82.0,42.982923,-71.44609399999999,4958.0
4.0,2002-03,1.0,4,4,7,37.0,172.53985046939155,0.0,641.0,42.982923,-71.44609399999999,4959.0
4.0,2002-03,1.0,0,0,1,19.770151599444688,0.0,0.0,597.0,42.982923,-71.44609399999999,4960.0
4.0,2002-03,,4,4,50,40.0,201.357890334598,0.0,555.0,42.982923,-71.44609399999999,4961.0
4.0,2002-03,0.0,0,0,34,20.0,0.0,0.0,548.0,42.982923,-71.44609399999999,4962.0
4.0,2002-03,1.0,0,4,27,39.0,199.0778742100689,0.0,499.0,42.982923,-71.44609399999999,4963.0
4.0,2002-03,,5,4,5,35.0,156.20499351813308,0.0,462.0,42.982923,-71.44609399999999,4964.0
4.0,2002-03,0.0,0,4,31,37.0,170.42593699317015,0.0,386.0,42.982923,-71.44609399999999,
4.0,2002-03,0.0,0,4,23,41.0,215.08838447195114,0.0,317.0,42.982923,-71.44609399999999,4966.0
4.0,2002-03,0.0,0,1,23,29.0,96.79876032264048,0.0,96.0,42.982923,-71.44609399999999,4967.0
4.0,2002-03,1.0,0,0,1,20.0,2.3286893159166806,0.0,51.0,42.982923,-71.44609399999999,4968.0
1.0,2002-03,0.0,4,4,4,42.0,222.0495440211486,0.0,676.0,45.539131,-122.651648,4969.0
1.0,2002-03,1.0,0,1,23,27.0,74.63243262818115,0.0,47.0,45.539131,-122.651648,4970.0
2.0,2002-03,0.0,5,4,55,38.0,189.21416437465766,0.0,296.0,45.539131,-122.651648,4971.0
2.0,2002-03,1.0,2,1,23,29.0,98.59513172565876,0.0,196.0,45.539131,-122.651648,4972.0
2.0,2002-03,0.0,0,0,34,20.0,0.0,0.0,52.0,45.539131,-122.651648,4973.0
3.0,2002-03,1.0,2,4,23,39.0,194.06442229321686,0.0,706.0,45.539131,-122.651648,4974.0
3.0,2002-03,1.0,1,4,23,41.0,213.56497840235886,0.0,576.0,45.539131,-122.651648,4975.0
3.0,2002-03,0.0,0,1,23,26.0,63.117173646212215,0.0,484.0,45.539131,-122.651648,4976.0
3.0,2002-03,0.0,0,0,34,20.0,2.3286893159166806,0.0,279.0,45.539131,-122.651648,
4.0,2002-03,0.0,1,4,30,32.798935072588236,173.76133056580795,0.0,636.0,45.539131,-122.651648,4978.0
4.0,2002-03,1.0,4,4,31,39.0,191.85932346383385,0.0,597.0,45.539131,-122.651648,4979.0
4.0,2002-03,1.0,0,0,34,20.0,0.0,0.0,558.0,45.539131,-122.651648,4980.0
4.0,2002-03,,4,4,32,42.0,225.5770378385176,0.0,494.0,45.539131,-122.651648,4981.0
4.0,2002-03,1.0,4,4,19,38.0,188.67962264113208,0.0,425.0,45.539131,-122.651648,4982.0
4.0,2002-03,0.0,1,4,23,39.0,198.0025252364221,0.0,177.0,45.539131,-122.651648,4983.0
4.0,2002-03,1.0,0,0,34,20.0,0.0,0.0,139.0,45.539131,-122.651648,4984.0
4.0,2002-03,1.0,1,5,20,45.0,251.81143738917027,0.0,76.0,45.539131,-122.651648,4985.0
4.0,2002-03,1.0,0,4,23,41.0,212.00943375236855,0.0,34.0,45.539131,-122.651648,4986.0
4.0,2002-03,0.0,1,5,23,45.0,254.0649523251879,0.0,0.0,45.539131,-122.651648,4987.0
1.0,2002-03,1.0,0,4,23,36.0,162.08639671483851,0.0,533.0,42.982923,-71.44609399999999,4988.0
1.0,2002-03,1.0,5,4,7,39.0,194.51735141112732,0.0,511.0,42.982923,-71.44609399999999,
1.0,2002-03,1.0,0,5,48,46.0,265.74545474719736,0.0,297.0,42.982923,-71.44609399999999,4990.0
1.0,2002-03,,0,0,1,20.0,0.0,0.0,268.0,42.982923,-71.44609399999999,4991.0
1.0,2002-03,,2,4,23,35.0,150.4460036026215,0.0,206.0,42.982923,-71.44609399999999,4992.0
1.0,2002-03,1.0,0,1,7,27.0,75.89466384404109,0.0,193.0,42.982923,-71.44609399999999,4993.0
1.0,2002-03,0.0,4,5,14,46.0,262.2403477728017,0.0,138.0,42.982923,-71.44609399999999,4994.0
1.0,2002-03,1.0,4,5,23,44.0,240.6823632923692,0.0,115.0,42.982923,-71.44609399999999,4995.0
1.0,2002-03,0.0,0,1,32,28.0,81.00617260431454,0.0,34.0,42.982923,-71.44609399999999,4996.0
2.0,2002-03,,1,4,23,37.0,177.15812146215595,0.0,680.0,42.982923,-71.44609399999999,4997.0
2.0,2002-03,0.0,0,1,44,26.0,67.0,0.0,645.0,42.982923,-71.44609399999999,4998.0
3.0,2002-03,1.0,0,0,34,20.0,0.0,0.0,645.0,42.982923,-71.44609399999999,4999.0
3.0,2002-03,0.0,1,5,13,45.0,251.85908758669004,0.0,493.0,42.982923,-71.44609399999999,5000.0
3.0,2002-03,1.0,4,5,33,45.0,255.61404069214808,0.0,177.0,42.982923,-71.44609399999999,5001.0
3.0,2002-03,0.0,0,0,34,20.0,2.3286893159166806,0.0,93.0,42.982923,-71.44609399999999,5002.0
3.0,2002-03,0.0,4,5,25,45.0,257.9379770409933,0.0,34.0,42.982923,-71.44609399999999,5003.0
1.0,2002-03,,2,4,23,33.0,133.79461872586654,0.0,635.0,37.754129999999996,-122.437947,5004.0
1.0,2002-03,1.0,2,4,15,34.0,141.89080308462562,0.0,487.0,37.754129999999996,-122.437947,5005.0
1.0,2002-03,0.0,5,4,23,35.0,159.15401345866212,0.0,445.0,37.754129999999996,-122.437947,5006.0
1.0,2002-03,1.0,0,1,50,24.0,45.17742799230607,0.0,349.0,37.754129999999996,-122.437947,5007.0
1.0,2002-03,1.0,2,4,23,37.0,176.87566254292872,0.0,173.0,37.754129999999996,-122.437947,5008.0
2.0,2002-03,1.0,0,4,43,20.0,2.3286893159166806,0.0,708.0,37.754129999999996,-122.437947,5009.0
2.0,2002-03,,2,4,15,34.0,147.82760229402356,0.0,681.0,37.754129999999996,-122.437947,5010.0
2.0,2002-03,0.0,0,1,23,24.0,40.8166632639171,0.0,589.0,37.754129999999996,-122.437947,5011.0
2.0,2002-03,,4,4,55,41.0,213.4900466063933,0.0,560.0,37.754129999999996,-122.437947,5012.0
2.0,2002-03,0.0,4,5,23,45.0,254.6212874054328,0.0,531.0,37.754129999999996,-122.437947,5013.0
2.0,2002-03,1.0,0,0,34,20.0,0.0,0.0,93.0,37.754129999999996,-122.437947,5014.0
2.0,2002-03,,1,5,40,45.0,250.8625121455974,0.0,0.0,37.754129999999996,-122.437947,5015.0
3.0,2002-03,1.0,2,4,23,35.0,156.0,0.0,563.0,37.754129999999996,-122.437947,5016.0
3.0,2002-03,1.0,0,0,1,20.0,0.0,0.0,440.0,37.754129999999996,-122.437947,5017.0
3.0,2002-03,1.0,0,0,34,20.0,0.0,0.0,414.0,37.754129999999996,-122.437947,
3.0,2002-03,,2,4,56,35.0,151.00331122197287,0.0,347.0,37.754129999999996,-122.437947,5019.0
3.0,2002-03,,4,4,23,40.0,202.2770377477384,0.0,72.0,37.754129999999996,-122.437947,5020.0
3.0,2002-03,,2,2,23,42.0,227.1783440383348,0.0,38.0,37.754129999999996,-122.437947,5021.0
3.0,2002-03,1.0,0,1,39,25.0,56.0,0.0,26.0,37.754129999999996,-122.437947,5022.0
4.0,2002-03,0.0,0,5,5,45.0,253.17977802344325,0.0,646.0,37.754129999999996,-122.437947,5023.0
4.0,2002-03,0.0,2,4,14,36.0,166.0752841334315,0.0,572.0,37.754129999999996,-122.437947,5024.0
4.0,2002-03,0.0,2,4,23,43.0,235.76683396949622,0.0,503.0,37.754129999999996,-122.437947,5025.0
4.0,2002-03,0.0,2,4,23,30.0,100.12492197250393,0.0,499.0,37.754129999999996,-122.437947,5026.0
4.0,2002-03,1.0,1,5,9,44.0,247.85883078881818,0.0,494.0,37.754129999999996,-122.437947,5027.0
4.0,2002-03,1.0,1,4,23,42.0,221.9211571707393,0.0,420.0,37.754129999999996,-122.437947,5028.0
4.0,2002-03,0.0,4,5,23,44.0,247.7579463912308,0.0,385.0,37.754129999999996,-122.437947,5029.0
4.0,2002-03,,0,4,23,37.0,174.56272825175412,0.0,255.0,37.754129999999996,-122.437947,5030.0
4.0,2002-03,0.0,5,1,39,30.0,108.70602559196064,0.0,150.0,37.754129999999996,-122.437947,5031.0
1.0,2003-04,0.0,2,4,32,34.0,140.60227594174995,0.0,517.0,33.552026,-112.07166699999999,5032.0
1.0,2003-04,1.0,1,4,23,39.0,191.65855055279945,0.0,393.0,33.552026,-112.07166699999999,5033.0
1.0,2003-04,1.0,4,4,23,39.0,198.69826370655585,0.0,271.0,33.552026,-112.07166699999999,5034.0
2.0,2003-04,0.0,4,4,23,38.0,185.98118184375537,0.0,683.0,33.552026,-112.07166699999999,5035.0
2.0,2003-04,0.0,0,1,8,32.798935072588236,132.13629327327143,0.0,545.0,33.552026,-112.07166699999999,5036.0
3.0,2003-04,0.0,2,4,45,39.0,192.2628409235648,0.0,680.0,33.552026,-112.07166699999999,5037.0
3.0,2003-04,1.0,1,4,23,38.0,186.81541692269408,0.0,616.0,33.552026,-112.07166699999999,5038.0
3.0,2003-04,0.0,1,5,23,45.0,251.4358765172544,0.0,588.0,33.552026,-112.07166699999999,
4.0,2003-04,0.0,5,4,23,33.0,131.64345787011214,0.0,700.0,33.552026,-112.07166699999999,5040.0
4.0,2003-04,1.0,5,4,43,35.0,154.29990014165554,0.0,662.0,33.552026,-112.07166699999999,5041.0
4.0,2003-04,0.0,1,4,23,41.0,215.08838447195114,0.0,567.0,33.552026,-112.07166699999999,5042.0
4.0,2003-04,0.0,0,1,23,25.0,52.611785751863614,0.0,466.0,33.552026,-112.07166699999999,5043.0
1.0,2003-04,1.0,1,4,23,39.0,194.44536507718558,0.0,622.0,42.982923,-71.44609399999999,
1.0,2003-04,0.0,0,0,34,20.0,0.0,0.0,458.0,42.982923,-71.44609399999999,5045.0
1.0,2003-04,1.0,1,5,28,45.0,254.60754112948032,0.0,329.0,42.982923,-71.44609399999999,5046.0
2.0,2003-04,1.0,0,1,30,25.0,55.569775957799216,0.0,372.0,42.982923,-71.44609399999999,5047.0
2.0,2003-04,1.0,1,5,23,45.0,254.03149411047443,0.0,33.0,42.982923,-71.44609399999999,5048.0
3.0,2003-04,1.0,0,0,34,20.0,0.0,0.0,627.0,42.982923,-71.44609399999999,5049.0
3.0,2003-04,0.0,0,0,34,20.0,0.0,0.0,571.0,42.982923,-71.44609399999999,5050.0
3.0,2003-04,,0,0,1,20.0,0.0,0.0,565.0,42.982923,-71.44609399999999,5051.0
3.0,2003-04,,0,0,34,20.0,0.0,0.0,485.0,42.982923,-71.44609399999999,5052.0
3.0,2003-04,0.0,1,5,39,47.0,274.11676344215067,0.0,330.0,42.982923,-71.44609399999999,5053.0
3.0,2003-04,0.0,0,0,10,20.0,0.0,0.0,291.0,42.982923,-71.44609399999999,5054.0
3.0,2003-04,1.0,0,0,34,20.0,0.0,0.0,243.0,42.982923,-71.44609399999999,5055.0
1.0,2003-04,0.0,5,4,23,30.0,101.78899744078434,0.0,646.0,43.062206,-87.944754,5056.0
1.0,2003-04,,0,0,11,20.0,0.0,0.0,431.0,43.062206,-87.944754,5057.0
1.0,2003-04,,0,0,33,20.0,0.0,0.0,340.0,43.062206,-87.944754,5058.0
2.0,2003-04,0.0,5,4,8,37.0,177.9100896520487,0.0,500.0,43.062206,-87.944754,5059.0
2.0,2003-04,,1,4,23,41.0,214.45046047980406,0.0,372.0,43.062206,-87.944754,5060.0
2.0,2003-04,,2,2,37,44.0,246.19707553096558,0.0,251.0,43.062206,-87.944754,5061.0
2.0,2003-04,0.0,5,4,28,29.0,90.13878188659972,0.0,132.0,43.062206,-87.944754,5062.0
2.0,2003-04,1.0,0,0,34,20.0,2.3286893159166806,0.0,60.0,43.062206,-87.944754,5063.0
3.0,2003-04,,0,0,34,20.0,0.0,0.0,644.0,43.062206,-87.944754,5064.0
3.0,2003-04,1.0,0,0,45,20.0,0.0,0.0,493.0,43.062206,-87.944754,
3.0,2003-04,1.0,0,0,34,20.0,0.0,0.0,170.0,43.062206,-87.944754,5066.0
3.0,2003-04,0.0,0,0,34,19.770151599444688,0.0,0.0,135.0,43.062206,-87.944754,5067.0
3.0,2003-04,,0,0,33,19.770151599444688,0.0,0.0,95.0,43.062206,-87.944754,5068.0
4.0,2003-04,1.0,0,1,23,33.0,136.6235704408284,0.0,708.0,43.062206,-87.944754,5069.0
4.0,2003-04,0.0,5,4,23,33.0,134.21251804507656,0.0,669.0,43.062206,-87.944754,5070.0
4.0,2003-04,0.0,1,4,45,38.0,187.10692130437081,0.0,545.0,43.062206,-87.944754,5071.0
4.0,2003-04,,2,4,23,36.0,166.04818577750254,0.0,513.0,43.062206,-87.944754,5072.0
4.0,2003-04,0.0,5,4,44,43.0,235.9364321167886,0.0,272.0,43.062206,-87.944754,5073.0
4.0,2003-04,1.0,4,5,33,46.0,265.74545474719736,0.0,214.0,43.062206,-87.944754,5074.0
4.0,2003-04,0.0,0,1,23,32.0,125.67418191498207,0.0,188.0,43.062206,-87.944754,5075.0
4.0,2003-04,1.0,0,5,0,43.9523633488399,272.80945731407485,0.0,90.0,43.062206,-87.944754,5076.0
4.0,2003-04,1.0,1,4,34,41.0,210.6608648990125,0.0,30.0,43.062206,-87.944754,5077.0
1.0,2003-04,,0,0,34,21.250695175938272,17.0,0.0,673.0,29.444994,-98.52412,5078.0
1.0,2003-04,0.0,0,1,45,27.0,72.91776189653656,0.0,635.0,29.444994,-98.52412,5079.0
1.0,2003-04,,0,0,34,22.0,23.3452350598575,0.0,284.0,29.444994,-98.52412,5080.0
1.0,2003-04,,1,5,23,44.0,247.6206776503126,0.0,229.0,29.444994,-98.52412,
2.0,2003-04,0.0,0,0,34,23.0,33.61547262794322,0.0,664.0,29.444994,-98.52412,5082.0
2.0,2003-04,1.0,2,4,23,39.0,192.02343606966312,0.0,407.0,29.444994,-98.52412,5083.0
2.0,2003-04,1.0,5,4,23,37.0,170.3437700651245,0.0,383.0,29.444994,-98.52412,5084.0
2.0,2003-04,1.0,0,0,33,21.0,17.88854381999832,0.0,322.0,29.444994,-98.52412,5085.0
3.0,2003-04,,0,4,53,34.0,148.7615541731129,0.0,686.0,29.444994,-98.52412,5086.0
3.0,2003-04,1.0,0,0,34,21.0,13.92838827718412,0.0,568.0,29.444994,-98.52412,5087.0
3.0,2003-04,,4,5,23,45.0,256.56383221335,0.0,327.0,29.444994,-98.52412,
3.0,2003-04,,0,0,51,22.237724226933995,25.495097567963924,0.0,311.0,29.444994,-98.52412,5089.0
4.0,2003-04,,2,4,52,40.0,207.17142660125697,0.0,703.0,29.444994,-98.52412,5090.0
4.0,2003-04,0.0,1,5,23,44.0,247.00809703327545,0.0,668.0,29.444994,-98.52412,5091.0
4.0,2003-04,1.0,0,0,1,22.0,22.591517426015194,0.0,596.0,29.444994,-98.52412,5092.0
4.0,2003-04,0.0,0,1,23,26.0,60.207972893961475,0.0,550.0,29.444994,-98.52412,5093.0
4.0,2003-04,1.0,5,4,23,37.0,170.98830369355676,0.0,276.0,29.444994,-98.52412,5094.0
4.0,2003-04,0.0,5,4,23,41.0,219.9681795169474,0.0,237.0,29.444994,-98.52412,5095.0
4.0,2003-04,1.0,0,0,34,22.0,22.36067977499789,0.0,165.0,29.444994,-98.52412,5096.0
4.0,2003-04,0.0,2,4,27,31.0,117.27744881263405,0.0,23.0,29.444994,-98.52412,5097.0
5.0,2003-04,,1,5,23,47.0,271.7075633838705,0.0,235.0,29.444994,-98.52412,5098.0
5.0,2003-04,0.0,1,4,23,36.0,163.49006085998008,0.0,100.0,29.444994,-98.52412,5099.0
5.0,2003-04,1.0,2,4,23,19.47404288414597,105.04284840006956,0.0,84.0,29.444994,-98.52412,5100.0
5.0,2003-04,0.0,2,4,25,35.0,158.15498727514097,0.0,1.0,29.444994,-98.52412,5101.0
6.0,2003-04,1.0,0,0,33,22.0,22.803508501982762,0.0,278.0,29.444994,-98.52412,5102.0
6.0,2003-04,,0,4,1,21.0,12.460103370965935,0.0,238.0,29.444994,-98.52412,5103.0
6.0,2003-04,0.0,5,4,23,36.0,164.43131419670482,0.0,38.0,29.444994,-98.52412,5104.0
6.0,2003-04,0.0,0,1,34,24.0,41.72529209005013,0.0,25.0,29.444994,-98.52412,5105.0
6.0,2003-04,0.0,0,1,14,27.0,77.79460135510689,0.0,18.0,29.444994,-98.52412,5106.0
1.0,2003-04,1.0,0,0,41,20.0,2.3286893159166806,0.0,642.0,30.018061,-90.022651,5107.0
1.0,2003-04,,5,4,23,38.0,187.06683297688028,0.0,534.0,30.018061,-90.022651,5108.0
1.0,2003-04,0.0,0,0,34,20.0,0.0,0.0,240.0,30.018061,-90.022651,5109.0
1.0,2003-04,1.0,0,0,52,20.0,0.0,0.0,273.0,42.982923,-71.44609399999999,5110.0
1.0,2003-04,0.0,0,1,23,26.0,68.76772498781678,0.0,207.0,30.018061,-90.022651,5111.0
1.0,2003-04,0.0,5,4,23,37.0,171.28339090524798,0.0,84.0,30.018061,-90.022651,5112.0
1.0,2003-04,0.0,0,0,34,20.0,0.0,0.0,60.0,30.018061,-90.022651,5113.0
2.0,2003-04,,5,4,23,21.250695175938272,174.64535493393458,0.0,310.0,30.018061,-90.022651,5114.0
3.0,2003-04,,0,4,23,40.0,204.24495097798626,0.0,667.0,30.018061,-90.022651,5115.0
3.0,2003-04,0.0,5,6,23,43.0,232.62201099638008,0.0,488.0,30.018061,-90.022651,5116.0
3.0,2003-04,0.0,0,5,17,45.0,251.07170290576354,0.0,137.0,30.018061,-90.022651,5117.0
3.0,2003-04,0.0,5,4,23,31.0,113.28283188550682,0.0,102.0,30.018061,-90.022651,5118.0
4.0,2003-04,0.0,1,5,30,45.0,252.9446579787761,0.0,327.0,30.018061,-90.022651,5119.0
4.0,2003-04,0.0,4,5,53,44.0,245.48262663709892,0.0,219.0,30.018061,-90.022651,5120.0
1.0,2003-04,0.0,0,1,23,26.0,67.77905281132217,0.0,665.0,35.103812,-89.964007,5121.0
1.0,2003-04,0.0,0,4,23,38.0,182.2141597132341,0.0,591.0,35.103812,-89.964007,5122.0
1.0,2003-04,0.0,0,0,33,20.0,0.0,0.0,356.0,35.103812,-89.964007,5123.0
2.0,2003-04,,0,1,23,24.0,49.010203019371396,0.0,559.0,35.103812,-89.964007,5124.0
2.0,2003-04,1.0,0,0,26,20.0,0.0,0.0,428.0,35.103812,-89.964007,5125.0
2.0,2003-04,0.0,5,4,23,40.0,203.2953516438583,0.0,392.0,35.103812,-89.964007,5126.0
2.0,2003-04,0.0,0,4,7,36.0,169.3576098083579,0.0,183.0,35.103812,-89.964007,5127.0
4.0,2003-04,1.0,0,0,34,20.0,2.3286893159166806,0.0,528.0,35.103812,-89.964007,5128.0
4.0,2003-04,,2,4,23,42.0,223.1613765865411,0.0,490.0,35.103812,-89.964007,5129.0
4.0,2003-04,1.0,0,0,34,20.0,0.0,0.0,398.0,35.103812,-89.964007,5130.0
4.0,2003-04,0.0,0,0,33,20.0,2.3286893159166806,0.0,306.0,35.103812,-89.964007,5131.0
4.0,2003-04,0.0,2,4,32,36.0,161.4465855941215,0.0,240.0,35.103812,-89.964007,5132.0
4.0,2003-04,1.0,0,0,7,23.0,39.35733730830886,0.0,215.0,35.103812,-89.964007,5133.0
4.0,2003-04,0.0,1,5,23,45.0,257.61987500967393,0.0,180.0,35.103812,-89.964007,5134.0
4.0,2003-04,0.0,1,5,38,45.0,259.32604959779883,0.0,104.0,35.103812,-89.964007,5135.0
1.0,2003-04,1.0,0,0,33,20.0,0.0,0.0,650.0,42.982923,-71.44609399999999,5136.0
1.0,2003-04,,0,0,33,20.0,0.0,0.0,537.0,42.982923,-71.44609399999999,5137.0
1.0,2003-04,0.0,0,1,23,27.0,73.57309290766564,0.0,363.0,42.982923,-71.44609399999999,5138.0
1.0,2003-04,,5,4,14,36.0,164.34719346554112,0.0,330.0,42.982923,-71.44609399999999,5139.0
2.0,2003-04,1.0,5,1,32,29.0,93.51141581136,0.0,296.0,42.982923,-71.44609399999999,5140.0
3.0,2003-04,0.0,0,0,33,20.0,0.0,0.0,406.0,42.982923,-71.44609399999999,5141.0
3.0,2003-04,,1,5,25,47.0,271.01291482141585,0.0,306.0,42.982923,-71.44609399999999,5142.0
3.0,2003-04,0.0,0,1,23,27.0,79.32212806020777,0.0,271.0,42.982923,-71.44609399999999,5143.0
4.0,2003-04,,1,4,30,38.0,184.69414230680331,0.0,701.0,42.982923,-71.44609399999999,5144.0
4.0,2003-04,0.0,0,1,23,30.0,107.70329614269009,0.0,651.0,42.982923,-71.44609399999999,5145.0
4.0,2003-04,1.0,0,0,33,20.0,0.0,0.0,523.0,42.982923,-71.44609399999999,5146.0
1.0,2003-04,1.0,0,0,1,19.770151599444688,0.0,0.0,706.0,42.982923,-71.44609399999999,
1.0,2003-04,1.0,0,0,1,20.0,0.0,0.0,588.0,42.982923,-71.44609399999999,5148.0
1.0,2003-04,,0,0,34,20.0,0.0,0.0,404.0,42.982923,-71.44609399999999,5149.0
1.0,2003-04,1.0,0,0,34,20.0,0.0,0.0,362.0,42.982923,-71.44609399999999,5150.0
2.0,2003-04,0.0,0,0,34,20.0,0.0,0.0,30.0,42.982923,-71.44609399999999,5151.0
3.0,2003-04,1.0,0,4,23,35.0,157.40711546813887,0.0,645.0,42.982923,-71.44609399999999,5152.0
3.0,2003-04,0.0,4,4,23,37.0,179.56892826989863,0.0,485.0,42.982923,-71.44609399999999,5153.0
4.0,2003-04,1.0,4,4,39,36.0,169.1892431568863,0.0,519.0,42.982923,-71.44609399999999,5154.0
