,power_of_shot,game_season,is_goal,area_of_shot,shot_basics,combined_shot,distance_of_shot,location,knockout_match,remaining_total,latitude,longitude,shot_id_number
9792,2.0,10.0,1.0,0.0,0.0,41.0,20.0,0.0,0.0,290.0,42.982923,-71.44609399999999,9793.0
9793,2.0,10.0,1.0,0.0,1.0,51.0,30.0,103.57605900979242,0.0,168.0,42.982923,-71.44609399999999,9794.0
9794,3.0,10.0,0.0,4.0,4.0,21.0,38.0,180.31361568112374,0.0,653.0,42.982923,-71.44609399999999,9795.0
9795,3.0,10.0,1.0,0.0,1.0,7.0,33.0,133.9589489358587,0.0,581.0,42.982923,-71.44609399999999,9796.0
9796,3.0,10.0,0.0,1.0,4.0,23.0,38.0,184.40173534975207,0.0,250.0,42.982923,-71.44609399999999,9797.0
9797,4.0,10.0,1.0,0.0,1.0,23.0,24.0,49.04079934095692,0.0,560.0,42.982923,-71.44609399999999,9798.0
9799,4.0,10.0,0.0,0.0,4.0,23.0,39.0,199.96499693696398,0.0,302.0,42.982923,-71.44609399999999,9800.0
9800,4.0,10.0,0.0,5.0,1.0,7.0,33.0,130.51053597315428,0.0,214.0,42.982923,-71.44609399999999,9801.0
9803,4.0,10.0,0.0,2.0,4.0,15.0,39.0,199.16073910286642,0.0,29.0,42.982923,-71.44609399999999,9804.0
9805,1.0,10.0,0.0,1.0,4.0,34.0,37.0,172.6093856080833,0.0,24.0,42.982923,-71.44609399999999,9806.0
9807,2.0,10.0,0.0,2.0,4.0,12.0,33.0,135.14806694880988,0.0,407.0,42.982923,-71.44609399999999,9808.0
9808,2.0,10.0,0.0,2.0,4.0,23.0,29.0,94.86832980505136,0.0,288.0,42.982923,-71.44609399999999,9809.0
9809,2.0,10.0,1.0,1.0,4.0,23.0,44.0,249.3531632043196,0.0,20.0,42.982923,-71.44609399999999,9810.0
9810,3.0,10.0,1.0,5.0,4.0,48.0,31.0,111.30588483993108,0.0,671.0,42.982923,-71.44609399999999,9811.0
9812,3.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,480.0,42.982923,-71.44609399999999,9813.0
9813,3.0,10.0,0.0,5.0,4.0,40.0,36.0,164.91512968797008,0.0,333.0,42.982923,-71.44609399999999,9814.0
9814,3.0,10.0,0.0,0.0,0.0,6.0,23.0,36.89173349139343,0.0,295.0,42.982923,-71.44609399999999,9815.0
9815,4.0,10.0,1.0,2.0,4.0,23.0,41.0,215.08838447195114,0.0,359.0,42.982923,-71.44609399999999,9816.0
9816,4.0,10.0,0.0,2.0,4.0,50.0,42.0,222.524155992108,0.0,11.0,42.982923,-71.44609399999999,9817.0
9820,1.0,10.0,1.0,4.0,4.0,23.0,39.0,196.02550854416882,0.0,532.0,42.982923,-71.44609399999999,9821.0
9822,1.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,399.0,42.982923,-71.44609399999999,9823.0
9824,1.0,10.0,0.0,0.0,4.0,23.0,34.0,144.16848608660632,0.0,320.0,42.982923,-71.44609399999999,9825.0
9825,1.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,253.0,42.982923,-71.44609399999999,9826.0
9826,1.0,10.0,0.0,0.0,1.0,39.0,28.0,82.0,0.0,150.0,42.982923,-71.44609399999999,9827.0
9827,1.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,65.0,42.982923,-71.44609399999999,9828.0
9828,1.0,10.0,1.0,1.0,5.0,42.0,45.0,251.54919995897427,0.0,23.0,42.982923,-71.44609399999999,9829.0
9829,2.0,10.0,0.0,0.0,4.0,23.0,27.0,77.00649323271381,0.0,426.0,42.982923,-71.44609399999999,9830.0
9830,2.0,10.0,1.0,0.0,0.0,41.0,20.0,0.0,0.0,259.0,42.982923,-71.44609399999999,9831.0
9831,3.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,538.0,42.982923,-71.44609399999999,9832.0
9832,3.0,10.0,0.0,5.0,4.0,23.0,36.0,164.87874332369228,0.0,345.0,42.982923,-71.44609399999999,9833.0
9834,3.0,10.0,0.0,0.0,0.0,34.0,19.770151599444688,0.0,0.0,124.0,42.982923,-71.44609399999999,9835.0
9836,4.0,10.0,0.0,2.0,4.0,13.0,40.0,200.72119967756268,0.0,483.0,42.982923,-71.44609399999999,9837.0
9837,4.0,10.0,1.0,5.0,4.0,23.0,37.0,171.72361514946044,0.0,278.0,42.982923,-71.44609399999999,9838.0
9838,4.0,10.0,0.0,0.0,1.0,27.0,30.0,100.04498987955368,0.0,210.0,42.982923,-71.44609399999999,9839.0
9839,4.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,160.0,42.982923,-71.44609399999999,9840.0
9840,4.0,10.0,1.0,5.0,4.0,23.0,29.0,98.49365461794987,0.0,55.0,42.982923,-71.44609399999999,9841.0
9841,1.0,10.0,1.0,0.0,4.0,30.0,39.0,191.26160095534075,0.0,625.0,40.774891,-111.93078999999999,9842.0
9842,1.0,10.0,1.0,5.0,1.0,39.0,31.0,112.92918134831228,0.0,568.0,40.774891,-111.93078999999999,9843.0
9843,1.0,10.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,355.0,40.774891,-111.93078999999999,9844.0
9844,1.0,10.0,0.0,1.0,5.0,7.0,44.0,243.797046741752,0.0,323.0,40.774891,-111.93078999999999,9845.0
9847,1.0,10.0,1.0,0.0,4.0,6.0,39.0,192.2602402994441,0.0,157.0,40.774891,-111.93078999999999,9848.0
9848,1.0,10.0,0.0,4.0,4.0,23.0,45.0,250.7149776140229,0.0,120.0,40.774891,-111.93078999999999,9849.0
9849,1.0,10.0,1.0,2.0,4.0,39.0,32.0,126.0634760745554,0.0,24.0,40.774891,-111.93078999999999,9850.0
9850,2.0,10.0,0.0,2.0,4.0,23.0,40.0,204.9569704169019,0.0,422.0,40.774891,-111.93078999999999,9851.0
9851,2.0,10.0,1.0,2.0,2.0,12.0,43.0,232.2606294661237,0.0,361.0,40.774891,-111.93078999999999,9852.0
9852,2.0,10.0,0.0,4.0,4.0,23.0,41.0,214.59030733003758,0.0,254.0,40.774891,-111.93078999999999,9853.0
9853,3.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,619.0,40.774891,-111.93078999999999,9854.0
9854,3.0,10.0,1.0,2.0,2.0,23.0,42.0,224.08257406590096,0.0,525.0,40.774891,-111.93078999999999,9855.0
9856,4.0,10.0,0.0,1.0,4.0,23.0,40.0,203.7253052519495,0.0,673.0,40.774891,-111.93078999999999,9857.0
9857,4.0,10.0,0.0,0.0,5.0,28.0,44.0,248.8634163552369,0.0,214.0,40.774891,-111.93078999999999,9858.0
9858,4.0,10.0,0.0,1.0,4.0,23.0,47.0,275.138147118861,0.0,6.0,40.774891,-111.93078999999999,9859.0
9859,1.0,10.0,0.0,2.0,4.0,23.0,35.0,150.68510211696443,0.0,680.0,42.982923,-71.44609399999999,9860.0
9860,1.0,10.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,663.0,42.982923,-71.44609399999999,9861.0
9861,1.0,10.0,0.0,1.0,4.0,41.0,37.0,174.0919297382851,0.0,592.0,42.982923,-71.44609399999999,9862.0
9862,1.0,10.0,1.0,1.0,4.0,4.0,36.0,164.43131419670482,0.0,540.0,42.982923,-71.44609399999999,9863.0
9864,1.0,10.0,0.0,0.0,1.0,56.0,27.0,72.91776189653656,0.0,400.0,42.982923,-71.44609399999999,9865.0
9865,1.0,10.0,0.0,1.0,5.0,23.0,45.0,250.23389059038345,0.0,359.0,42.982923,-71.44609399999999,9866.0
9867,1.0,10.0,1.0,0.0,4.0,23.0,40.0,201.24860247961968,0.0,56.0,42.982923,-71.44609399999999,9868.0
9869,2.0,10.0,0.0,0.0,0.0,41.0,20.0,0.0,0.0,505.0,42.982923,-71.44609399999999,9870.0
9870,2.0,10.0,0.0,1.0,4.0,23.0,41.0,214.02102700435768,0.0,151.0,42.982923,-71.44609399999999,9871.0
9871,3.0,10.0,0.0,5.0,4.0,8.0,39.0,191.50979087242507,0.0,700.0,42.982923,-71.44609399999999,9872.0
9872,4.0,10.0,0.0,0.0,0.0,34.0,19.770151599444688,0.0,0.0,645.0,42.982923,-71.44609399999999,9873.0
9873,3.0,10.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,645.0,42.982923,-71.44609399999999,9874.0
9875,4.0,10.0,1.0,4.0,4.0,47.0,40.0,201.2212712413874,0.0,417.0,42.982923,-71.44609399999999,9876.0
9876,4.0,10.0,1.0,4.0,5.0,23.0,45.0,259.8788179132728,0.0,349.0,42.982923,-71.44609399999999,9877.0
9877,4.0,10.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,317.0,42.982923,-71.44609399999999,9878.0
9878,4.0,10.0,0.0,0.0,1.0,23.0,27.0,74.81310045707234,0.0,285.0,42.982923,-71.44609399999999,9879.0
9880,4.0,10.0,0.0,5.0,4.0,30.0,31.0,110.16351483136327,0.0,139.0,42.982923,-71.44609399999999,9881.0
9881,4.0,10.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,82.0,42.982923,-71.44609399999999,9882.0
9882,4.0,10.0,0.0,0.0,5.0,23.0,46.0,264.2820463065927,0.0,54.0,42.982923,-71.44609399999999,9883.0
9883,1.0,10.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,576.0,42.982923,-71.44609399999999,9884.0
9885,1.0,10.0,0.0,1.0,5.0,23.0,45.0,255.61404069214808,0.0,178.0,42.982923,-71.44609399999999,9886.0
9886,2.0,10.0,0.0,0.0,1.0,16.0,27.0,75.16648189186455,0.0,427.0,42.982923,-71.44609399999999,9887.0
9887,2.0,10.0,0.0,4.0,5.0,8.0,47.0,277.973020273551,0.0,401.0,42.982923,-71.44609399999999,9888.0
9889,2.0,10.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,278.0,42.982923,-71.44609399999999,9890.0
9890,3.0,10.0,0.0,1.0,4.0,20.0,36.0,160.58953888718904,0.0,672.0,42.982923,-71.44609399999999,9891.0
9891,3.0,10.0,0.0,4.0,4.0,23.0,38.0,185.3995685000372,0.0,484.0,42.982923,-71.44609399999999,9892.0
9892,3.0,10.0,1.0,0.0,5.0,23.0,46.0,262.42903802742563,0.0,435.0,42.982923,-71.44609399999999,9893.0
9894,3.0,10.0,1.0,0.0,5.0,33.0,46.0,269.5366394388711,0.0,304.0,42.982923,-71.44609399999999,9895.0
9895,3.0,10.0,0.0,1.0,5.0,12.0,41.87960234174889,257.9922479455536,0.0,264.0,42.982923,-71.44609399999999,9896.0
9896,3.0,10.0,0.0,5.0,4.0,6.0,31.0,112.8007092176286,0.0,175.0,42.982923,-71.44609399999999,9897.0
9897,3.0,10.0,0.0,0.0,1.0,10.0,27.0,74.06078584514209,0.0,44.0,42.982923,-71.44609399999999,9898.0
9898,4.0,10.0,0.0,0.0,5.0,23.0,45.0,258.7740327003465,0.0,513.0,42.982923,-71.44609399999999,9899.0
9899,4.0,10.0,1.0,0.0,2.0,23.0,44.0,240.20824298928628,0.0,443.0,42.982923,-71.44609399999999,9900.0
9901,4.0,10.0,0.0,1.0,5.0,23.0,46.0,264.6148144001012,0.0,294.0,42.982923,-71.44609399999999,9902.0
9902,4.0,10.0,1.0,4.0,5.0,23.0,45.0,258.5033848907979,0.0,181.0,42.982923,-71.44609399999999,9903.0
9903,4.0,10.0,0.0,0.0,5.0,17.0,46.0,268.86799735186037,0.0,158.0,42.982923,-71.44609399999999,9904.0
9904,4.0,10.0,0.0,1.0,5.0,10.0,49.0,294.83724323768865,0.0,6.0,42.982923,-71.44609399999999,9905.0
9905,4.0,10.0,0.0,1.0,5.0,23.0,46.0,260.76234390724443,0.0,0.0,42.982923,-71.44609399999999,9906.0
9906,1.0,10.0,1.0,0.0,0.0,33.0,20.0,0.0,0.0,585.0,42.982923,-71.44609399999999,9907.0
9907,1.0,10.0,0.0,0.0,1.0,23.0,32.0,123.97580409095958,0.0,558.0,42.982923,-71.44609399999999,9908.0
9909,1.0,10.0,1.0,4.0,4.0,23.0,36.0,164.28329190760695,0.0,383.0,42.982923,-71.44609399999999,9910.0
9910,1.0,10.0,1.0,0.0,4.0,33.0,20.0,0.0,0.0,351.0,42.982923,-71.44609399999999,9911.0
9911,1.0,10.0,1.0,0.0,4.0,23.0,37.0,172.46738822165773,0.0,103.0,42.982923,-71.44609399999999,9912.0
9912,1.0,10.0,0.0,1.0,4.0,23.0,40.0,200.82330542046157,0.0,45.0,42.982923,-71.44609399999999,9913.0
9915,2.0,10.0,0.0,4.0,4.0,0.0,40.0,204.9569704169019,0.0,631.0,42.982923,-71.44609399999999,9916.0
9916,2.0,10.0,0.0,0.0,1.0,30.0,27.0,77.64663547121665,0.0,570.0,42.982923,-71.44609399999999,9917.0
9917,2.0,10.0,1.0,0.0,1.0,23.0,33.0,132.0340865079923,0.0,262.0,42.982923,-71.44609399999999,9918.0
9920,2.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,57.0,42.982923,-71.44609399999999,9921.0
9921,2.0,10.0,1.0,0.0,4.0,26.0,20.0,0.0,0.0,3.0,42.982923,-71.44609399999999,9922.0
9922,3.0,10.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,645.0,42.982923,-71.44609399999999,9923.0
9923,3.0,10.0,1.0,5.0,4.0,15.0,32.0,124.03628501370072,0.0,608.0,42.982923,-71.44609399999999,9924.0
9924,3.0,10.0,1.0,0.0,0.0,33.0,20.0,2.3286893159166806,0.0,516.0,42.982923,-71.44609399999999,9925.0
9925,3.0,10.0,1.0,2.0,4.0,28.0,30.0,107.48953437428223,0.0,409.0,42.982923,-71.44609399999999,9926.0
9926,3.0,10.0,1.0,1.0,4.0,30.0,40.0,204.9569704169019,0.0,374.0,42.982923,-71.44609399999999,9927.0
9927,3.0,10.0,1.0,0.0,4.0,30.0,35.0,153.3264491208219,0.0,285.0,42.982923,-71.44609399999999,9928.0
9928,3.0,10.0,1.0,4.0,5.0,36.0,45.0,253.6020504648967,0.0,199.0,42.982923,-71.44609399999999,9929.0
9929,3.0,10.0,1.0,4.0,5.0,4.0,45.0,257.001945517928,0.0,171.0,42.982923,-71.44609399999999,9930.0
9930,3.0,10.0,1.0,4.0,4.0,30.0,40.0,202.97044119772715,0.0,68.0,42.982923,-71.44609399999999,9931.0
9931,4.0,10.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,464.0,42.982923,-71.44609399999999,9932.0
9933,1.0,10.0,1.0,0.0,1.0,23.0,24.0,40.22437072223753,0.0,476.0,34.189593,-118.471724,9934.0
9934,1.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,451.0,34.189593,-118.471724,9935.0
9935,1.0,10.0,0.0,4.0,4.0,23.0,33.09504378788695,211.64593074283286,0.0,412.0,34.189593,-118.471724,9936.0
9936,1.0,10.0,1.0,0.0,0.0,34.0,19.770151599444688,0.0,0.0,392.0,34.189593,-118.471724,9937.0
9937,1.0,10.0,0.0,5.0,4.0,23.0,33.0,132.24598292575843,0.0,196.0,34.189593,-118.471724,9938.0
9938,1.0,10.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,19.0,34.189593,-118.471724,9939.0
9940,2.0,10.0,1.0,0.0,0.0,34.0,19.770151599444688,0.0,0.0,288.0,34.189593,-118.471724,9941.0
9941,2.0,10.0,0.0,0.0,1.0,38.0,29.0,98.15294188153507,0.0,262.0,34.189593,-118.471724,9942.0
9942,2.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,33.0,34.189593,-118.471724,9943.0
9943,3.0,10.0,0.0,0.0,0.0,33.0,20.0,2.3286893159166806,0.0,515.0,34.189593,-118.471724,9944.0
9944,3.0,10.0,1.0,5.0,4.0,32.0,35.0,157.63248396190426,0.0,425.0,34.189593,-118.471724,9945.0
9946,3.0,10.0,1.0,0.0,1.0,23.0,27.0,78.587530817554,0.0,162.0,34.189593,-118.471724,9947.0
9948,3.0,10.0,1.0,4.0,4.0,30.0,35.0691018898784,191.23022773609824,0.0,39.0,34.189593,-118.471724,9949.0
9949,4.0,10.0,0.0,0.0,5.0,33.0,45.0,257.42183279589943,0.0,357.0,34.189593,-118.471724,9950.0
9950,4.0,10.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,305.0,34.189593,-118.471724,9951.0
9951,4.0,10.0,0.0,0.0,4.0,23.0,40.0,202.23748416156684,0.0,278.0,34.189593,-118.471724,9952.0
9952,4.0,10.0,0.0,0.0,4.0,23.0,36.0,161.31955864060626,0.0,204.0,34.189593,-118.471724,9953.0
9953,4.0,10.0,0.0,0.0,5.0,33.0,46.0,265.6557923328607,0.0,89.0,34.189593,-118.471724,9954.0
9954,4.0,10.0,1.0,0.0,0.0,34.0,20.0,2.3286893159166806,0.0,21.0,34.189593,-118.471724,9955.0
9956,1.0,10.0,0.0,0.0,4.0,34.0,20.0,0.0,0.0,604.0,42.982923,-71.44609399999999,9957.0
9959,1.0,10.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,452.0,42.982923,-71.44609399999999,9960.0
9960,1.0,10.0,1.0,0.0,0.0,33.0,20.0,0.0,0.0,450.0,42.982923,-71.44609399999999,9961.0
9962,1.0,10.0,0.0,0.0,5.0,37.0,45.0,255.1234995056316,0.0,144.0,42.982923,-71.44609399999999,9963.0
9963,2.0,10.0,1.0,4.0,5.0,23.0,46.0,268.79360111431225,0.0,326.0,42.982923,-71.44609399999999,9964.0
9964,2.0,10.0,1.0,0.0,1.0,23.0,32.0,122.93087488503448,0.0,272.0,42.982923,-71.44609399999999,9965.0
9965,2.0,10.0,1.0,0.0,5.0,30.0,46.0,262.6118809193522,0.0,224.0,42.982923,-71.44609399999999,9966.0
9967,2.0,10.0,0.0,2.0,4.0,23.0,44.0,242.98559628093184,0.0,34.0,42.982923,-71.44609399999999,9968.0
9968,2.0,10.0,0.0,3.0,5.0,46.0,65.0,453.31335740302205,0.0,0.0,42.982923,-71.44609399999999,9969.0
9969,3.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,679.0,42.982923,-71.44609399999999,9970.0
9970,3.0,10.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,589.0,42.982923,-71.44609399999999,9971.0
9971,1.0,10.0,0.0,2.0,4.0,30.0,32.0,125.23977004130914,0.0,701.0,42.982923,-71.44609399999999,9972.0
9973,1.0,10.0,1.0,4.0,4.0,23.0,40.0,202.94334184693028,0.0,446.0,42.982923,-71.44609399999999,9974.0
9974,1.0,10.0,0.0,4.0,5.0,50.0,45.0,255.97265478953014,0.0,230.0,42.982923,-71.44609399999999,9975.0
9976,2.0,10.0,0.0,2.0,4.0,49.0,37.0,174.4706279005151,0.0,572.0,42.982923,-71.44609399999999,9977.0
9978,2.0,10.0,1.0,4.0,5.0,23.0,46.0,263.0361191927831,0.0,308.0,42.982923,-71.44609399999999,9979.0
9979,2.0,10.0,0.0,0.0,5.0,50.0,44.0,242.00206610688264,0.0,237.0,42.982923,-71.44609399999999,9980.0
9980,2.0,10.0,1.0,0.0,1.0,23.0,31.0,113.77424392145849,0.0,79.0,42.982923,-71.44609399999999,9981.0
9982,3.0,10.0,0.0,5.0,4.0,48.0,29.0,90.47651629014015,0.0,441.0,42.982923,-71.44609399999999,9983.0
9983,3.0,10.0,1.0,4.0,4.0,26.0,36.0,168.83423823383689,0.0,350.0,42.982923,-71.44609399999999,9984.0
9984,4.0,10.0,1.0,2.0,4.0,48.0,31.0,111.57060544785082,0.0,405.0,42.982923,-71.44609399999999,9985.0
9985,4.0,10.0,1.0,5.0,4.0,2.0,34.0,143.58969322343438,0.0,364.0,42.982923,-71.44609399999999,9986.0
9989,1.0,10.0,0.0,1.0,4.0,24.0,36.0,164.43131419670482,0.0,242.0,42.982923,-71.44609399999999,9990.0
9992,2.0,10.0,1.0,2.0,4.0,26.0,37.0,173.53097706173386,0.0,397.0,42.982923,-71.44609399999999,9993.0
9994,2.0,10.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,327.0,42.982923,-71.44609399999999,9995.0
9995,2.0,10.0,1.0,4.0,5.0,23.0,40.991276195852734,259.8865136939584,0.0,293.0,42.982923,-71.44609399999999,9996.0
9996,2.0,10.0,0.0,0.0,4.0,26.0,36.0,169.0,0.0,262.0,42.982923,-71.44609399999999,9997.0
9997,2.0,10.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,195.0,42.982923,-71.44609399999999,9998.0
9998,2.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,179.0,42.982923,-71.44609399999999,9999.0
10000,3.0,10.0,0.0,0.0,0.0,44.0,19.770151599444688,0.0,0.0,650.0,42.982923,-71.44609399999999,10001.0
10002,3.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,21.0,42.982923,-71.44609399999999,10003.0
10003,3.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,457.0,42.982923,-71.44609399999999,10004.0
10005,3.0,10.0,0.0,0.0,4.0,7.0,35.0,158.11388300841895,0.0,255.0,42.982923,-71.44609399999999,10006.0
10006,3.0,10.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,127.0,42.982923,-71.44609399999999,10007.0
10009,4.0,10.0,1.0,1.0,5.0,12.0,45.0,252.1051367981224,0.0,436.0,42.982923,-71.44609399999999,10010.0
10011,4.0,10.0,0.0,1.0,4.0,43.0,41.0,216.77868898948532,0.0,298.0,42.982923,-71.44609399999999,10012.0
10012,4.0,10.0,1.0,2.0,1.0,23.0,28.0,81.15417426109394,0.0,264.0,42.982923,-71.44609399999999,10013.0
10013,1.0,10.0,0.0,0.0,1.0,29.0,26.0,63.06346010171026,0.0,637.0,29.740325,-95.365762,10014.0
10014,1.0,10.0,0.0,1.0,4.0,23.0,39.0,190.4337155022713,0.0,502.0,29.740325,-95.365762,10015.0
10015,1.0,10.0,0.0,0.0,4.0,23.0,39.0,194.82555636185256,0.0,395.0,29.740325,-95.365762,10016.0
10016,1.0,10.0,1.0,5.0,1.0,39.0,32.0,124.55520864259351,0.0,338.0,29.740325,-95.365762,10017.0
10017,1.0,10.0,1.0,1.0,4.0,1.0,37.0,170.53152201279389,0.0,301.0,29.740325,-95.365762,10018.0
10018,1.0,10.0,1.0,5.0,4.0,7.0,37.0,177.18069872308325,0.0,268.0,29.740325,-95.365762,10019.0
10019,1.0,10.0,0.0,0.0,4.0,7.0,36.0,168.01488029338353,0.0,243.0,29.740325,-95.365762,10020.0
10022,1.0,10.0,0.0,2.0,2.0,39.0,44.0,240.054160555488,0.0,0.0,29.740325,-95.365762,10023.0
10023,2.0,10.0,0.0,4.0,5.0,55.0,46.0,265.74545474719736,0.0,522.0,29.740325,-95.365762,10024.0
10024,2.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,480.0,29.740325,-95.365762,10025.0
10025,2.0,10.0,0.0,0.0,1.0,23.0,29.0,98.00510190801292,0.0,456.0,29.740325,-95.365762,10026.0
10026,2.0,10.0,1.0,0.0,0.0,41.0,20.0,0.0,0.0,261.0,29.740325,-95.365762,10027.0
10027,2.0,10.0,1.0,4.0,5.0,51.0,46.0,263.65128484420484,0.0,51.0,29.740325,-95.365762,10028.0
10028,2.0,10.0,0.0,4.0,5.0,24.0,44.0,247.52373623553765,0.0,29.0,29.740325,-95.365762,10029.0
10029,3.0,13.0,0.0,2.0,4.0,55.0,36.0,164.43131419670482,0.0,630.0,29.740325,-95.365762,10030.0
10030,3.0,10.0,0.0,4.0,5.0,23.0,43.75495753864076,277.01624501101014,0.0,534.0,29.740325,-95.365762,10031.0
10031,3.0,10.0,1.0,2.0,4.0,23.0,30.0,109.59014554237986,0.0,176.0,29.740325,-95.365762,10032.0
10032,4.0,10.0,1.0,4.0,5.0,23.0,45.0,255.61404069214808,0.0,703.0,29.740325,-95.365762,10033.0
10033,4.0,10.0,0.0,4.0,5.0,23.0,45.0,251.07966863129317,0.0,660.0,29.740325,-95.365762,10034.0
10034,4.0,10.0,0.0,4.0,5.0,35.0,45.0,251.62869470710208,0.0,550.0,29.740325,-95.365762,10035.0
10035,4.0,10.0,0.0,2.0,4.0,23.0,32.0,123.06502346320828,0.0,224.0,29.740325,-95.365762,10036.0
10036,4.0,10.0,0.0,2.0,4.0,23.0,37.0,172.8004629623428,0.0,99.0,29.740325,-95.365762,10037.0
10037,4.0,10.0,0.0,0.0,4.0,23.0,42.0,225.2197985270004,0.0,79.0,29.740325,-95.365762,10038.0
10038,4.0,10.0,0.0,0.0,0.0,33.0,20.0,2.3286893159166806,0.0,58.0,29.740325,-95.365762,10039.0
10039,1.0,10.0,0.0,0.0,4.0,23.0,32.0,125.80143083447024,0.0,557.0,32.757824,-96.786653,10040.0
10040,1.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,536.0,32.757824,-96.786653,10041.0
10041,1.0,10.0,0.0,0.0,0.0,41.0,20.0,0.0,0.0,242.0,32.757824,-96.786653,10042.0
10042,1.0,10.0,0.0,4.0,5.0,23.0,45.0,251.33443854752568,0.0,174.0,32.757824,-96.786653,10043.0
10043,2.0,10.0,1.0,4.0,4.0,7.0,39.0,191.91925385432282,0.0,193.0,32.757824,-96.786653,10044.0
10044,2.0,10.0,0.0,4.0,5.0,23.0,45.0,255.03333115496883,0.0,164.0,32.757824,-96.786653,10045.0
10045,3.0,10.0,1.0,2.0,4.0,23.0,34.0,148.7615541731129,0.0,633.0,32.757824,-96.786653,10046.0
10046,3.0,10.0,1.0,0.0,0.0,34.0,20.0,0.0,0.0,544.0,42.982923,-71.44609399999999,10047.0
10047,3.0,10.0,1.0,4.0,4.0,23.0,42.0,222.03603311174518,0.0,393.0,32.757824,-96.786653,10048.0
10048,3.0,10.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,291.0,32.757824,-96.786653,10049.0
10049,3.0,10.0,1.0,0.0,5.0,23.0,42.76792848764504,244.77336456403918,0.0,186.0,32.757824,-96.786653,10050.0
10050,3.0,10.0,0.0,0.0,5.0,23.0,45.0,257.381040482783,0.0,140.0,32.757824,-96.786653,10051.0
10051,4.0,10.0,0.0,0.0,4.0,14.0,34.0,145.0137924474772,0.0,523.0,32.757824,-96.786653,10052.0
10053,4.0,10.0,0.0,4.0,5.0,11.0,45.0,251.9622987670973,0.0,377.0,32.757824,-96.786653,10054.0
10054,4.0,10.0,0.0,2.0,4.0,23.0,33.0,135.77186748365804,0.0,311.0,32.757824,-96.786653,10055.0
10055,4.0,10.0,1.0,2.0,4.0,15.0,28.35730434310748,183.00273222004088,0.0,225.0,32.757824,-96.786653,10056.0
10056,4.0,10.0,1.0,5.0,4.0,23.0,30.0,101.07423014794622,0.0,190.0,32.757824,-96.786653,10057.0
10058,1.0,10.0,0.0,4.0,4.0,10.0,30.627471160397644,110.0,0.0,329.0,42.982923,-71.44609399999999,10059.0
10059,2.0,10.0,1.0,5.0,4.0,23.0,35.0,154.29990014165554,0.0,628.0,42.982923,-71.44609399999999,10060.0
10060,2.0,10.0,0.0,4.0,4.0,53.0,38.0,186.4537476158632,0.0,580.0,42.982923,-71.44609399999999,10061.0
10061,2.0,10.0,1.0,0.0,4.0,23.0,36.0,161.62301816263673,0.0,505.0,42.982923,-71.44609399999999,10062.0
10062,2.0,10.0,0.0,5.0,4.0,16.0,36.0,167.29913329123977,0.0,474.0,42.982923,-71.44609399999999,10063.0
10063,2.0,10.0,1.0,4.0,5.0,23.0,45.0,255.9785147234041,0.0,301.0,42.982923,-71.44609399999999,10064.0
10064,2.0,10.0,1.0,0.0,4.0,49.0,36.0,168.51409436602032,0.0,225.0,42.982923,-71.44609399999999,10065.0
10066,2.0,10.0,0.0,0.0,4.0,12.0,38.0,186.02419197513,0.0,189.0,42.982923,-71.44609399999999,10067.0
10067,2.0,10.0,1.0,4.0,5.0,36.0,44.0,249.09837414162303,0.0,169.0,42.982923,-71.44609399999999,10068.0
